id;desvionum;wheelson;wheelsoff
38519;0;1820;1747
38520;0;1811;1734
38521;0;1201;1112
38522;0;1203;1116
38523;0;1214;1126
38524;0;2242;2135
38525;0;2130;2026
38526;0;2130;2031
38527;0;718;647
38528;0;731;701
38529;0;902;819
38530;0;901;821
38531;0;900;921
38532;0;2307;1944
38533;0;2252;1954
38534;0;2259;1942
38535;0;2012;1929
38536;0;2142;2054
38537;0;1120;942
38538;0;748;654
38539;0;743;651
38540;0;757;652
38541;0;2245;2146
38542;0;2237;2146
38543;0;2250;2155
38544;0;1840;1752
38545;0;1852;1814
38546;0;1747;1656
38547;0;1436;1317
38548;0;1444;1304
38549;0;1434;1311
38550;0;1402;1230
38551;0;1229;933
38552;0;1214;906
38553;0;1221;915
38554;0;727;620
38555;0;737;631
38556;0;742;629
38557;0;1405;1257
38558;0;1406;1256
38559;0;1410;1301
38560;0;1744;1651
38561;0;1442;1306
38562;0;1500;1323
38563;0;1506;1320
38564;0;941;900
38565;0;951;910
38566;0;1014;921
38567;0;2134;2053
38568;0;2203;2121
38569;0;2137;2058
38570;0;1221;1146
38571;0;1213;1140
38572;0;1227;1151
38573;0;710;632
38574;0;644;559
38575;0;636;555
38576;0;1053;815
38577;0;1151;1051
38578;0;1143;1046
38579;0;1155;1053
38580;0;1115;1102
38581;0;1113;1106
38582;0;1122;1112
38583;0;1423;1248
38584;0;1428;1250
38585;0;1424;1246
38586;0;1012;736
38587;0;958;721
38588;0;1007;725
38589;0;1331;1249
38590;0;1134;1048
38591;0;1143;1053
38592;0;1504;1359
38593;0;1403;1237
38594;0;1314;1152
38595;0;1155;1109
38596;0;1001;917
38597;0;1005;922
38598;0;2239;2246
38599;0;2247;2252
38600;0;1152;1101
38601;0;1200;1059
38602;0;1201;1100
38603;0;944;850
38604;0;945;847
38605;0;955;857
38606;0;859;818
38607;0;904;817
38608;0;1643;1501
38609;0;730;648
38610;0;735;652
38611;0;1403;1111
38612;0;1417;1115
38613;0;2022;2009
38614;0;2108;2104
38615;0;2024;2016
38616;0;1558;1447
38617;0;1612;1511
38618;0;951;720
38619;0;1255;1027
38620;0;2136;1905
38621;0;2204;1937
38622;0;1221;857
38623;0;1149;841
38624;0;1143;834
38625;0;2034;1903
38626;0;2053;1929
38627;0;2110;1934
38628;0;759;637
38629;0;829;657
38630;0;812;641
38631;0;2026;1926
38632;0;2029;1929
38633;0;1223;1023
38634;0;1308;1122
38635;0;1231;1024
38636;0;1952;1819
38637;0;1816;1645
38638;0;2238;2120
38639;0;1440;1259
38640;0;1556;1348
38641;0;1508;1316
38642;0;1539;1400
38643;0;1524;1357
38644;0;1534;1401
38645;0;1739;1618
38646;0;1802;1621
38647;0;1741;1617
38648;0;1444;1309
38649;0;1427;1301
38650;0;1546;1411
38651;0;1719;1709
38652;0;1345;1308
38653;0;1352;1314
38654;0;1353;1312
38655;0;1546;1433
38656;0;906;851
38657;0;912;859
38658;0;912;857
38659;0;2127;1928
38660;0;2140;1951
38661;0;2137;1936
38662;0;1213;1059
38663;0;1208;1055
38664;0;1220;1109
38665;0;2044;2011
38666;0;2050;2022
38667;0;2049;2017
38668;0;1400;1235
38669;0;1349;1226
38670;0;1401;1235
38671;0;1605;1455
38672;0;1605;1457
38673;0;1617;1505
38674;0;740;705
38675;0;746;709
38676;0;748;709
38677;0;1539;1521
38678;0;1543;1524
38679;0;1542;1514
38680;0;1450;1246
38681;0;1431;1243
38682;0;1503;1253
38683;0;1718;1530
38684;0;1737;1527
38685;0;1730;1541
38686;0;1140;951
38687;0;744;545
38688;0;1625;1546
38689;0;1622;1546
38690;0;1613;1533
38691;0;1842;1626
38692;0;1840;1624
38693;0;1837;1622
38694;0;1009;904
38695;0;1016;909
38696;0;854;731
38697;0;859;731
38698;0;844;722
38699;0;1050;1003
38700;0;1657;1552
38701;0;1714;1542
38702;0;1729;1625
38703;0;1508;1158
38704;0;1457;1159
38705;0;1543;1225
38706;0;1839;1800
38707;0;1853;1808
38708;0;1837;1758
38709;0;1739;1700
38710;0;1735;1657
38711;0;1733;1653
38712;0;1234;1026
38713;0;1240;1028
38714;0;1318;1151
38715;0;1334;1154
38716;0;1330;1207
38717;0;854;824
38718;0;858;821
38719;0;841;811
38720;0;1541;1506
38721;0;1548;1516
38722;0;954;745
38723;0;1648;1614
38724;0;1655;1619
38725;0;1214;1008
38726;0;1223;1018
38727;0;1629;1337
38728;0;1650;1346
38729;0;2059;2002
38730;0;2108;2016
38731;0;2106;2012
38732;0;1807;1554
38733;0;1751;1539
38734;0;1413;1318
38735;0;1414;1318
38736;0;1424;1325
38737;0;;
38738;0;1009;927
38739;0;1556;1453
38740;0;1600;1459
38741;0;1607;1505
38742;0;857;812
38743;0;2018;1708
38744;0;2004;1656
38745;0;1502;1459
38746;0;1511;1502
38747;0;1459;1456
38748;0;730;647
38749;0;729;644
38750;0;724;644
38751;0;1138;1019
38752;0;1217;1048
38753;0;1211;1049
38754;0;1750;1706
38755;0;1813;1730
38756;0;1800;1713
38757;0;1447;1408
38758;0;1443;1404
38759;0;1507;1422
38760;0;1325;1255
38761;0;1336;1305
38762;0;1347;1309
38763;0;1814;1643
38764;0;1757;1640
38765;0;1833;1650
38766;0;937;805
38767;0;1008;843
38768;0;1011;835
38769;0;1708;1615
38770;0;1733;1621
38771;0;1724;1626
38772;0;1342;1234
38773;0;1710;1545
38774;0;2020;1901
38775;0;1800;1539
38776;0;1407;1147
38777;0;1132;948
38778;0;1213;1117
38779;0;1216;1118
38780;0;1220;1125
38781;0;834;702
38782;0;844;706
38783;0;916;715
38784;0;957;904
38785;0;1007;915
38786;0;1006;910
38787;0;1535;1446
38788;0;1158;1056
38789;0;1201;1100
38790;0;1209;1105
38791;0;1825;1755
38792;0;1824;1754
38793;0;1833;1802
38794;0;1356;1238
38795;0;1415;1241
38796;0;1403;1245
38797;0;1617;1501
38798;0;1623;1500
38799;0;1255;1152
38800;0;1244;1147
38801;0;1300;1156
38802;0;1104;829
38803;0;1100;821
38804;0;1111;834
38805;0;745;617
38806;0;713;610
38807;0;724;610
38808;0;1557;1302
38809;0;1551;1255
38810;0;1601;1316
38811;0;1005;843
38812;0;2007;1821
38813;0;2006;1834
38814;0;1742;1614
38815;0;1800;1619
38816;0;1333;1107
38817;0;1241;1015
38818;0;1242;1019
38819;0;1635;1348
38820;0;1639;1349
38821;0;1957;1853
38822;0;1956;1852
38823;0;1958;1856
38824;0;2223;1929
38825;0;2239;1948
38826;0;2227;1932
38827;0;1004;735
38828;0;1054;1003
38829;0;1054;1007
38830;0;1115;1020
38831;0;907;705
38832;0;853;646
38833;0;849;646
38834;0;1156;900
38835;0;1157;851
38836;0;1145;843
38837;0;1832;1728
38838;0;1823;1717
38839;0;1826;1720
38840;0;2126;2020
38841;0;2142;2034
38842;0;2137;2035
38843;0;2013;1828
38844;0;2010;1828
38845;0;2046;1859
38846;0;809;723
38847;0;811;723
38848;0;813;726
38849;0;730;602
38850;0;710;602
38851;0;755;619
38852;0;1233;1135
38853;0;1226;1131
38854;0;1236;1137
38855;0;1639;1539
38856;0;1704;1608
38857;0;1644;1539
38858;0;1437;1345
38859;0;1436;1341
38860;0;1440;1349
38861;0;2105;1951
38862;0;2148;2106
38863;0;2153;2109
38864;0;2203;2119
38865;0;1158;1122
38866;0;1221;1144
38867;0;1200;1130
38868;0;1917;1835
38869;0;2004;1907
38870;0;1917;1830
38871;0;901;628
38872;0;1312;1030
38873;0;1334;1039
38874;0;1335;1048
38875;0;1821;1726
38876;0;;
38877;0;2028;2003
38878;0;635;543
38879;0;647;600
38880;0;651;552
38881;0;1541;1255
38882;0;1538;1302
38883;0;1802;1704
38884;0;1808;1711
38885;0;1811;1709
38886;0;2234;1945
38887;0;2246;1955
38888;0;2240;1954
38889;0;1136;1009
38890;0;1130;1000
38891;0;2100;2005
38892;0;2104;2008
38893;0;2145;2051
38894;0;739;625
38895;0;720;613
38896;0;730;617
38897;0;1538;1426
38898;0;1438;1307
38899;0;1431;1246
38900;0;1437;1302
38901;0;953;725
38902;0;1001;732
38903;0;945;718
38904;0;1158;1117
38905;0;1211;1119
38906;0;1209;1120
38907;0;2016;1924
38908;0;2014;1923
38909;0;2022;1929
38910;0;810;708
38911;0;819;719
38912;0;817;713
38913;0;1653;1611
38914;0;1719;1648
38915;0;1659;1627
38916;0;1140;1110
38917;0;1142;1114
38918;0;1145;1113
38919;0;1030;941
38920;0;1843;1755
38921;0;1844;1803
38922;0;1839;1757
38923;0;1356;1307
38924;0;1408;1311
38925;0;1358;1301
38926;0;1533;1500
38927;0;1530;1500
38928;0;949;739
38929;0;948;739
38930;0;948;737
38931;0;1456;1229
38932;0;1507;1242
38933;0;1458;1235
38934;0;1749;1705
38935;0;1812;1730
38936;0;1820;1733
38937;0;1819;1702
38938;0;1822;1705
38939;0;1821;1705
38940;0;2030;2001
38941;0;2025;1954
38942;0;2030;1959
38943;0;1035;949
38944;0;1022;935
38945;0;1033;948
38946;0;1838;1614
38947;0;1848;1623
38948;0;2115;1955
38949;0;2118;2002
38950;0;2120;2004
38951;0;900;819
38952;0;852;808
38953;0;905;819
38954;0;1206;1132
38955;0;1203;1131
38956;0;1203;1134
38957;0;1224;1140
38958;0;1214;1127
38959;0;1203;1111
38960;0;845;617
38961;0;847;619
38962;0;839;617
38963;0;1021;1002
38964;0;1017;950
38965;0;1010;949
38966;0;1759;1701
38967;0;1755;1703
38968;0;1812;1707
38969;0;2206;2135
38970;0;2033;2003
38971;0;2035;2009
38972;0;1959;1853
38973;0;1941;1841
38974;0;1526;1258
38975;0;1525;1253
38976;0;1517;1250
38977;0;1759;1648
38978;0;1803;1654
38979;0;1756;1646
38980;0;2015;1946
38981;0;2009;1940
38982;0;959;839
38983;0;1007;845
38984;0;958;837
38985;0;1200;1146
38986;0;1146;1131
38987;0;1154;1138
38988;0;931;856
38989;0;958;920
38990;0;834;618
38991;0;836;621
38992;0;843;624
38993;0;1056;956
38994;0;1056;956
38995;0;1057;955
38996;0;1636;1349
38997;0;1618;1327
38998;0;1624;1340
38999;0;1827;1713
39000;0;1815;1703
39001;0;1821;1703
39002;0;1520;1305
39003;0;1526;1305
39004;0;1522;1304
39005;0;1956;1704
39006;0;1954;1658
39007;0;2004;1702
39008;0;1710;1609
39009;0;1659;1608
39010;0;1717;1622
39011;0;2005;1916
39012;0;1815;1704
39013;0;2016;2006
39014;0;2119;2105
39015;0;2023;2009
39016;0;1840;1746
39017;0;1843;1743
39018;0;1853;1754
39019;0;1710;1548
39020;0;1729;1604
39021;0;1817;1654
39022;0;1628;1543
39023;0;1642;1547
39024;0;1641;1546
39025;0;2245;2139
39026;0;1958;1928
39027;0;1945;1915
39028;0;1934;1906
39029;0;1528;1441
39030;0;1548;1452
39031;0;1538;1444
39032;0;2011;2006
39033;0;2011;2010
39034;0;1742;1704
39035;0;1745;1701
39036;0;1751;1707
39037;0;1043;1007
39038;0;1043;1007
39039;0;1040;1002
39040;0;1350;1304
39041;0;1355;1309
39042;0;1404;1319
39043;0;1740;1740
39044;0;708;603
39045;0;711;611
39046;0;737;617
39047;0;1800;1712
39048;0;1800;1716
39049;0;1758;1713
39050;0;917;807
39051;0;915;805
39052;0;752;643
39053;0;753;642
39054;0;753;643
39055;0;2132;1930
39056;0;2256;1945
39057;0;2244;1949
39058;0;2319;2000
39059;0;2208;2100
39060;0;20;2322
39061;0;634;555
39062;0;631;554
39063;0;639;602
39064;0;1441;1358
39065;0;1433;1355
39066;0;1443;1405
39067;0;911;635
39068;0;;
39069;0;1037;1001
39070;0;1034;957
39071;0;1605;1528
39072;0;1610;1526
39073;0;1613;1535
39074;0;1746;1521
39075;0;1743;1518
39076;0;1434;1313
39077;0;1359;1244
39078;0;1418;1248
39079;0;1558;1534
39080;0;850;725
39081;0;842;718
39082;0;855;727
39083;0;1904;1643
39084;0;1748;1725
39085;0;1743;1719
39086;0;937;840
39087;0;936;838
39088;0;1055;949
39089;0;852;804
39090;0;904;809
39091;0;856;803
39092;0;1848;1750
39093;0;1843;1751
39094;0;1840;1745
39095;0;930;840
39096;0;928;901
39097;0;916;848
39098;0;2126;1904
39099;0;1011;909
39100;0;1022;912
39101;0;1015;907
39102;0;817;722
39103;0;824;730
39104;0;835;736
39105;0;1028;958
39106;0;1012;945
39107;0;1015;946
39108;0;1108;1024
39109;0;1107;1020
39110;0;1107;1021
39111;0;928;705
39112;0;1038;811
39113;0;923;700
39114;0;1221;1134
39115;0;1217;1128
39116;0;1325;1039
39117;0;1357;1058
39118;0;1358;1300
39119;0;1529;1500
39120;0;1543;1418
39121;0;1536;1433
39122;0;1238;1010
39123;0;1231;1007
39124;0;1236;1010
39125;0;1700;1343
39126;0;1451;1406
39127;0;1431;1346
39128;0;1434;1344
39129;0;1711;1644
39130;0;1714;1647
39131;0;1712;1645
39132;0;727;609
39133;0;728;604
39134;0;722;607
39135;0;1341;1114
39136;0;1337;1114
39137;0;1349;1122
39138;0;1625;1522
39139;0;1625;1521
39140;0;1259;1216
39141;0;1255;1212
39142;0;1348;1303
39143;0;2028;2002
39144;0;2038;2011
39145;0;2044;2020
39146;0;1841;1652
39147;0;1423;1339
39148;0;1432;1344
39149;0;1510;1425
39150;0;1816;1553
39151;0;1850;1623
39152;0;1807;1544
39153;0;1201;920
39154;0;1207;927
39155;0;1210;927
39156;0;1148;1126
39157;0;1142;1120
39158;0;1151;1122
39159;0;2024;1801
39160;0;2028;1805
39161;0;2029;1807
39162;0;2027;2007
39163;0;2136;2115
39164;0;2028;2005
39165;0;1305;1115
39166;0;1255;1042
39167;0;1303;1103
39168;0;837;619
39169;0;848;623
39170;0;846;619
39171;0;1033;831
39172;0;953;757
39173;0;1008;804
39174;0;951;834
39175;0;954;838
39176;0;947;830
39177;0;1147;1114
39178;0;1152;1115
39179;0;1155;1116
39180;0;1518;1254
39181;0;1524;1259
39182;0;1520;1256
39183;0;1811;1704
39184;0;1800;1657
39185;0;1646;1514
39186;0;1700;1512
39187;0;1803;1627
39188;0;837;612
39189;0;847;622
39190;0;839;616
39191;0;1628;1450
39192;0;1636;1445
39193;0;1338;1249
39194;0;1342;1253
39195;0;1558;1521
39196;0;1600;1525
39197;0;1554;1517
39198;0;1902;1711
39199;0;1834;1705
39200;0;1543;1311
39201;0;1540;1315
39202;0;1534;1313
39203;0;2003;1714
39204;0;1948;1701
39205;0;1957;1706
39206;0;1825;1728
39207;0;1835;1738
39208;0;2051;2019
39209;0;2153;2128
39210;0;2046;2023
39211;0;2002;1807
39212;0;2105;2022
39213;0;2217;2130
39214;0;1457;1403
39215;0;1444;1348
39216;0;1504;1413
39217;0;733;702
39218;0;801;730
39219;0;728;659
39220;0;911;849
39221;0;935;916
39222;0;2009;1747
39223;0;1012;901
39224;0;954;834
39225;0;1006;836
39226;0;1203;1141
39227;0;1153;1134
39228;0;1211;1152
39229;0;843;614
39230;0;843;619
39231;0;835;611
39232;0;1108;1011
39233;0;1100;1004
39234;0;1101;1006
39235;0;2148;1851
39236;0;2108;1812
39237;0;2056;1808
39238;0;1351;1301
39239;0;1404;1310
39240;0;1350;1256
39241;0;1540;1520
39242;0;1545;1524
39243;0;1540;1524
39244;0;1009;924
39245;0;1022;945
39246;0;1029;949
39247;0;1235;1010
39248;0;1225;1002
39249;0;1425;1340
39250;0;1436;1349
39251;0;837;807
39252;0;858;822
39253;0;907;833
39254;0;1841;1730
39255;0;1833;1725
39256;0;2026;2003
39257;0;2027;2010
39258;0;2033;2012
39259;0;1654;1525
39260;0;1638;1519
39261;0;1646;1517
39262;0;1531;1308
39263;0;1535;1311
39264;0;1537;1310
39265;0;1752;1659
39266;0;1446;1335
39267;0;1438;1324
39268;0;1434;1325
39269;0;1856;1632
39270;0;1853;1633
39271;0;2048;2016
39272;0;2041;2008
39273;0;2137;2107
39274;0;1313;1236
39275;0;1323;1229
39276;0;1637;1405
39277;0;2009;1746
39278;0;2232;2140
39279;0;854;912
39280;0;856;917
39281;0;1118;938
39282;0;1115;935
39283;0;1923;1758
39284;0;1919;1759
39285;0;1915;1750
39286;0;943;724
39287;0;952;724
39288;0;1447;1120
39289;0;1053;750
39290;0;1056;747
39291;0;1042;745
39292;0;1329;1108
39293;0;1556;1523
39294;0;1236;1015
39295;0;1352;1234
39296;0;1353;1232
39297;0;1438;1318
39298;0;938;906
39299;0;837;650
39300;0;824;649
39301;0;824;646
39302;0;1346;1120
39303;0;1354;1126
39304;0;1707;1414
39305;0;1659;1406
39306;0;1659;1410
39307;0;1354;1133
39308;0;1849;1702
39309;0;1829;1703
39310;0;1841;1659
39311;0;1833;1602
39312;0;1834;1602
39313;0;1858;1637
39314;0;2036;2013
39315;0;2022;1901
39316;0;2024;1905
39317;0;2020;1902
39318;0;2019;1943
39319;0;1827;1612
39320;0;1146;1129
39321;0;1150;1125
39322;0;1149;1131
39323;0;919;746
39324;0;922;801
39325;0;909;737
39326;0;749;537
39327;0;922;850
39328;0;940;859
39329;0;936;859
39330;0;1541;1517
39331;0;1528;1513
39332;0;1533;1518
39333;0;1329;1205
39334;0;1540;1350
39335;0;1527;1359
39336;0;859;650
39337;0;848;635
39338;0;842;635
39339;0;1317;1019
39340;0;1131;948
39341;0;1325;1145
39342;0;1904;1643
39343;0;1803;1542
39344;0;1856;1634
39345;0;2020;2005
39346;0;2019;1958
39347;0;2023;2008
39348;0;1307;1218
39349;0;1301;1212
39350;0;1307;1214
39351;0;1516;1301
39352;0;1513;1305
39353;0;1517;1302
39354;0;1136;1047
39355;0;1131;1043
39356;0;1131;1045
39357;0;2134;2121
39358;0;1114;953
39359;0;1010;850
39360;0;956;833
39361;0;1137;1121
39362;0;1159;1139
39363;0;1146;1129
39364;0;1723;1614
39365;0;1711;1604
39366;0;1713;1602
39367;0;1828;1613
39368;0;1831;1615
39369;0;1709;1639
39370;0;857;633
39371;0;908;644
39372;0;859;631
39373;0;1117;956
39374;0;1108;954
39375;0;1100;951
39376;0;1505;1321
39377;0;1522;1334
39378;0;1511;1326
39379;0;1216;855
39380;0;1216;846
39381;0;1211;846
39382;0;819;724
39383;0;824;732
39384;0;2035;2021
39385;0;2034;2017
39386;0;835;739
39387;0;839;740
39388;0;845;746
39389;0;1519;1302
39390;0;1537;1317
39391;0;1540;1318
39392;0;1737;1706
39393;0;1715;1644
39394;0;1722;1652
39395;0;1957;1904
39396;0;1952;1858
39397;0;1218;1202
39398;0;1140;1121
39399;0;1155;1136
39400;0;1118;929
39401;0;1051;922
39402;0;1102;922
39403;0;847;720
39404;0;835;713
39405;0;842;721
39406;0;2021;1946
39407;0;1303;1113
39408;0;1246;1107
39409;0;1257;1110
39410;0;829;617
39411;0;841;621
39412;0;843;627
39413;0;1308;1018
39414;0;1506;1409
39415;0;1509;1408
39416;0;1458;1402
39417;0;1503;1423
39418;0;1449;1416
39419;0;1505;1434
39420;0;1514;1302
39421;0;1521;1300
39422;0;1503;1254
39423;0;1340;1312
39424;0;1338;1310
39425;0;1401;1332
39426;0;850;650
39427;0;904;700
39428;0;856;651
39429;0;1316;958
39430;0;1334;1013
39431;0;1312;1008
39432;0;843;649
39433;0;836;653
39434;0;842;654
39435;0;2204;2042
39436;0;2206;2045
39437;0;2213;2053
39438;0;1409;1304
39439;0;1403;1256
39440;0;702;606
39441;0;653;557
39442;0;703;602
39443;0;1814;1715
39444;0;1802;1707
39445;0;1809;1710
39446;0;1143;1106
39447;0;1143;1109
39448;0;1151;1117
39449;0;1035;1007
39450;0;1032;1004
39451;0;1048;1020
39452;0;1859;1743
39453;0;1944;1826
39454;0;1902;1746
39455;0;2021;2021
39456;0;2023;2024
39457;0;2116;2117
39458;0;750;608
39459;0;741;608
39460;0;757;613
39461;0;1408;1312
39462;0;1410;1311
39463;0;1406;1303
39464;0;1510;1504
39465;0;1515;1511
39466;0;1517;1512
39467;0;730;642
39468;0;745;653
39469;0;732;642
39470;0;909;843
39471;0;1140;1112
39472;0;1312;1145
39473;0;1308;1142
39474;0;1301;1143
39475;0;1235;1045
39476;0;1206;1032
39477;0;1225;1038
39478;0;736;638
39479;0;727;634
39480;0;738;643
39481;0;955;845
39482;0;959;848
39483;0;742;704
39484;0;737;656
39485;0;810;734
39486;0;1007;735
39487;0;1010;738
39488;0;1018;744
39489;0;2002;1932
39490;0;2014;1943
39491;0;2010;1938
39492;0;1426;1356
39493;0;1355;1251
39494;0;1342;1242
39495;0;1434;1332
39496;0;1234;1005
39497;0;1458;1227
39498;0;1212;1118
39499;0;1159;1105
39500;0;1259;1200
39501;0;1059;940
39502;0;1130;1020
39503;0;1253;1144
39504;0;1748;1647
39505;0;1533;1435
39506;0;1754;1652
39507;0;1614;1512
39508;0;1618;1511
39509;0;856;802
39510;0;955;901
39511;0;912;816
39512;0;1706;1638
39513;0;739;652
39514;0;1859;1631
39515;0;1813;1545
39516;0;2045;1949
39517;0;1959;1913
39518;0;1432;1357
39519;0;1429;1354
39520;0;1945;1830
39521;0;1924;1831
39522;0;1555;1516
39523;0;1744;1443
39524;0;1817;1500
39525;0;1156;1124
39526;0;1156;1123
39527;0;1152;1118
39528;0;1834;1759
39529;0;1842;1808
39530;0;1836;1803
39531;0;2048;2007
39532;0;2041;2010
39533;0;2156;2121
39534;0;1624;1539
39535;0;1627;1537
39536;0;856;621
39537;0;900;624
39538;0;848;617
39539;0;1856;1734
39540;0;1848;1731
39541;0;1900;1741
39542;0;1532;1300
39543;0;1529;1251
39544;0;1542;1308
39545;0;1823;1706
39546;0;1839;1720
39547;0;1827;1710
39548;0;1734;1613
39549;0;1735;1617
39550;0;1728;1611
39551;0;1135;1105
39552;0;1144;1109
39553;0;1142;1106
39554;0;1531;1345
39555;0;1522;1344
39556;0;1530;1347
39557;0;1247;1127
39558;0;1249;1128
39559;0;1252;1134
39560;0;929;841
39561;0;922;845
39562;0;914;836
39563;0;1234;1103
39564;0;1242;1104
39565;0;1315;1140
39566;0;1701;1613
39567;0;1825;1749
39568;0;1830;1756
39569;0;1830;1753
39570;0;1707;1639
39571;0;1726;1657
39572;0;1720;1650
39573;0;1250;1014
39574;0;1238;1005
39575;0;1702;1350
39576;0;1546;1505
39577;0;1359;1127
39578;0;1353;1128
39579;0;1358;1127
39580;0;1542;1516
39581;0;1750;1710
39582;0;1748;1707
39583;0;1001;747
39584;0;1029;817
39585;0;1009;746
39586;0;1907;1644
39587;0;2333;2122
39588;0;2328;2118
39589;0;2327;2112
39590;0;724;620
39591;0;747;642
39592;0;744;707
39593;0;929;901
39594;0;943;845
39595;0;922;844
39596;0;1158;1215
39597;0;1151;1204
39598;0;1158;1211
39599;0;2128;1851
39600;0;2127;1852
39601;0;1519;1445
39602;0;1556;1519
39603;0;1529;1454
39604;0;1749;1724
39605;0;858;632
39606;0;852;626
39607;0;852;624
39608;0;1525;1018
39609;0;1502;1017
39610;0;1248;1025
39611;0;1230;1012
39612;0;1712;1344
39613;0;2138;1917
39614;0;2202;1944
39615;0;2312;2048
39616;0;1013;747
39617;0;958;736
39618;0;723;646
39619;0;728;654
39620;0;730;653
39621;0;1247;1144
39622;0;1245;1141
39623;0;1431;1356
39624;0;1452;1417
39625;0;1206;952
39626;0;1217;950
39627;0;2019;1811
39628;0;1518;1457
39629;0;1600;1523
39630;0;1536;1513
39631;0;1807;1746
39632;0;;
39633;0;;
39634;0;1621;1404
39635;0;1538;1311
39636;0;1537;1315
39637;0;2038;1722
39638;0;2026;1720
39639;0;2016;1715
39640;0;1028;917
39641;0;1018;857
39642;0;1040;930
39643;0;1834;1649
39644;0;1829;1646
39645;0;1824;1643
39646;0;2027;1951
39647;0;2047;2014
39648;0;2042;2006
39649;0;755;619
39650;0;732;614
39651;0;751;620
39652;0;1806;1545
39653;0;2046;1954
39654;0;911;921
39655;0;836;851
39656;0;821;837
39657;0;1928;1805
39658;0;2204;2132
39659;0;1834;1649
39660;0;;
39661;0;1907;1719
39662;0;2000;1742
39663;0;1901;1644
39664;0;1906;1643
39665;0;2339;2131
39666;0;2230;2011
39667;0;1237;1146
39668;0;1244;1149
39669;0;1639;1342
39670;0;1632;1340
39671;0;1318;1137
39672;0;1300;1138
39673;0;1012;906
39674;0;1149;1117
39675;0;1208;1140
39676;0;1159;1124
39677;0;1606;1435
39678;0;1536;1403
39679;0;830;606
39680;0;838;615
39681;0;826;603
39682;0;1316;1013
39683;0;1325;1022
39684;0;1324;1019
39685;0;1930;1808
39686;0;1911;1723
39687;0;1348;1231
39688;0;1347;1230
39689;0;1339;1228
39690;0;1547;1512
39691;0;1536;1505
39692;0;700;628
39693;0;704;630
39694;0;709;636
39695;0;1226;958
39696;0;1236;1002
39697;0;1429;1403
39698;0;1437;1409
39699;0;902;835
39700;0;902;834
39701;0;911;843
39702;0;2030;2002
39703;0;2030;2000
39704;0;1012;938
39705;0;1015;948
39706;0;1035;958
39707;0;1522;1256
39708;0;1524;1259
39709;0;1528;1256
39710;0;2002;1702
39711;0;2043;1717
39712;0;1958;1645
39713;0;2137;2109
39714;0;1945;1917
39715;0;2034;2009
39716;0;2113;2048
39717;0;1705;1406
39718;0;1807;1506
39719;0;1705;1408
39720;0;2121;2054
39721;0;2205;2135
39722;0;2158;2134
39723;0;1933;1829
39724;0;1812;1709
39725;0;2156;2057
39726;0;2137;2035
39727;0;934;813
39728;0;911;810
39729;0;932;815
39730;0;1417;1232
39731;0;1415;1234
39732;0;1433;1238
39733;0;750;657
39734;0;746;651
39735;0;754;657
39736;0;911;853
39737;0;917;900
39738;0;1347;1303
39739;0;1340;1305
39740;0;1346;1304
39741;0;1353;1305
39742;0;1520;1505
39743;0;1532;1517
39744;0;1524;1507
39745;0;2013;2014
39746;0;1935;1945
39747;0;1830;1623
39748;0;2158;2044
39749;0;2158;2059
39750;0;1706;1649
39751;0;1831;1718
39752;0;1954;1824
39753;0;1907;1751
39754;0;1507;1402
39755;0;1456;1356
39756;0;1218;1002
39757;0;1221;1004
39758;0;721;614
39759;0;738;620
39760;0;724;613
39761;0;1849;1731
39762;0;1911;1739
39763;0;1254;1150
39764;0;1309;1150
39765;0;1321;1220
39766;0;2118;2019
39767;0;1847;1636
39768;0;1851;1637
39769;0;1455;1342
39770;0;1548;1423
39771;0;1537;1413
39772;0;647;618
39773;0;649;619
39774;0;647;616
39775;0;2228;2125
39776;0;1956;1742
39777;0;1053;928
39778;0;1103;1042
39779;0;1016;947
39780;0;1036;947
39781;0;1923;1814
39782;0;1637;1559
39783;0;1637;1553
39784;0;1036;808
39785;0;931;905
39786;0;944;919
39787;0;943;920
39788;0;1614;1549
39789;0;1700;1635
39790;0;1644;1620
39791;0;2014;1934
39792;0;1851;1812
39793;0;1603;1504
39794;0;1612;1513
39795;0;1613;1515
39796;0;1345;1126
39797;0;1333;1107
39798;0;1409;1146
39799;0;2232;2206
39800;0;2227;2202
39801;0;1243;1127
39802;0;1258;1133
39803;0;1244;1128
39804;0;1516;1342
39805;0;1546;1402
39806;0;1546;1403
39807;0;829;656
39808;0;814;643
39809;0;758;622
39810;0;1224;1157
39811;0;1234;1159
39812;0;1301;1232
39813;0;726;608
39814;0;740;611
39815;0;1110;959
39816;0;1102;952
39817;0;1106;956
39818;0;2227;2124
39819;0;4;2248
39820;0;2333;2218
39821;0;2216;2048
39822;0;2258;2132
39823;0;1911;1839
39824;0;2017;1942
39825;0;2106;2032
39826;0;1556;1530
39827;0;1626;1600
39828;0;1618;1552
39829;0;1218;1141
39830;0;1221;1142
39831;0;1433;1357
39832;0;1431;1354
39833;0;956;835
39834;0;957;841
39835;0;1221;1049
39836;0;1227;1051
39837;0;1619;1544
39838;0;1807;1729
39839;0;1735;1704
39840;0;840;614
39841;0;828;612
39842;0;854;623
39843;0;1015;816
39844;0;944;801
39845;0;1002;809
39846;0;2245;2136
39847;0;2333;2210
39848;0;38;2305
39849;0;802;633
